index,PSNR_r,PSNR_c
159,112.8809232895847,102.46263994491326
160,113.29782316414202,100.99978646308352
161,117.88879823609422,108.74671186599251
162,119.91773469213368,108.92764201456131
163,120.21763537962079,109.78006795677196
164,119.08664322172696,107.72341658457377
165,117.86658682822114,106.27938053328413
166,114.68217975487826,104.45485185172947
167,114.22814235657594,107.21559038552685
168,116.85748827892306,105.32364636155276
169,115.17741254243687,103.7807833571814
170,115.35863346392719,104.69572423806304
171,113.16381015462048,104.03243631600652
172,115.66281617274684,103.30199643100107
173,118.37186066925841,108.21296322140229
174,114.47739948115311,104.55567178580151
175,113.6525052515622,102.20524730454204
176,117.63551949322823,108.30855750447158
177,116.79475846239521,107.35594812201468
178,115.62903391134748,105.84662921812938
179,120.2338737082897,108.62294733416816
180,117.83632837457999,106.90508699218712
181,116.34904511408519,105.70812066007326
182,109.87016587689075,98.16464628259476
183,110.29073164425631,98.903443955645
184,110.38940951100741,97.60195548705354
185,115.8382075933867,104.54423730732339
186,112.43839839038404,101.52998387823109
187,112.56771238067333,103.0914635490212
188,116.17915165296935,104.29934373497674
189,113.44461860369503,102.18511178162595
190,113.42624054792307,101.99380149926435
191,114.57644917725622,103.65755423138486
